,age,education,balance,day,month,duration,campaign,pdays,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_nan,contact_telephone,contact_nan,poutcome_other,poutcome_success,poutcome_nan,marital_married,marital_single,default_yes,housing_yes,loan_yes,subscribed_yes,total_contact
533,54.0,0.6666666666666666,1129,28,0,242,0.0,184,1.6094379124341003,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1.4327007339340463
534,56.0,0.3333333333333333,-246,28,0,461,0.6931471805599453,204,0.6931471805599453,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.9255807787812478
535,31.0,0.3333333333333333,20,28,0,304,0.0,71,0.4054651081081644,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.618782765271083
536,38.0,0.3333333333333333,105,28,0,158,0.0,265,0.6931471805599453,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.7839015438284094
537,38.0,0.6666666666666666,1066,28,0,86,0.0,189,0.4054651081081644,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.618782765271083
538,51.0,0.3333333333333333,176,28,0,214,0.0,183,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7839015438284094
539,44.0,0.3333333333333333,429,28,0,99,0.0,246,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1.0496554439415786
540,53.0,0.6666666666666666,554,28,0,48,0.0,181,1.252762968495368,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.1600209167967532
541,35.0,0.6666666666666666,436,28,0,507,0.0,184,1.0986122886681098,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1.0496554439415786
542,52.0,0.3333333333333333,370,28,0,144,0.0,197,0.6931471805599453,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.7839015438284094
543,48.0,0.6666666666666666,-295,28,0,121,0.0,190,0.6931471805599453,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.7839015438284094
544,57.0,0.3333333333333333,1316,28,0,221,0.6931471805599453,182,1.252762968495368,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.2594075112140366
545,57.0,0.3333333333333333,297,28,0,120,0.6931471805599453,154,2.1972245773362196,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1.9726911717329552
546,37.0,0.3333333333333333,62,28,0,252,0.6931471805599453,268,0.6931471805599453,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.9255807787812478
547,54.0,0.3333333333333333,876,28,0,66,0.6931471805599453,198,0.9162907318741551,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1.0496554439415786
548,59.0,0.3333333333333333,1455,28,0,222,0.6931471805599453,191,0.4054651081081644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.7839015438284094
549,44.0,0.6666666666666666,3463,28,0,290,0.6931471805599453,153,0.9162907318741551,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,1.0496554439415786
550,30.0,0.3333333333333333,732,28,0,445,0.0,223,0.4054651081081644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.618782765271083
551,37.0,0.3333333333333333,417,28,0,389,0.0,181,1.252762968495368,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.1600209167967532
552,48.0,0.3333333333333333,547,28,0,74,0.0,176,0.6931471805599453,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7839015438284094
553,47.0,0.3333333333333333,487,28,0,218,0.6931471805599453,177,0.4054651081081644,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7839015438284094
554,59.0,0.0,699,28,0,98,0.0,154,1.3862943611198906,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.2594075112140366
555,55.0,0.3333333333333333,3207,28,0,158,0.6931471805599453,153,1.9459101490553132,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.767580613530896
556,49.0,0.3333333333333333,177,28,0,90,0.0,204,0.4054651081081644,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,0.618782765271083
557,42.0,0.3333333333333333,799,28,0,234,0.0,181,1.3862943611198906,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.2594075112140366
558,56.0,0.6666666666666666,-528,28,0,290,0.6931471805599453,184,0.6931471805599453,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9255807787812478
559,26.0,0.3333333333333333,0,28,0,148,0.6931471805599453,258,0.6931471805599453,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.9255807787812478
560,52.0,0.6666666666666666,1392,28,0,1121,0.6931471805599453,205,0.9162907318741551,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0496554439415786
561,44.0,0.3333333333333333,-199,28,0,692,0.6931471805599453,247,0.9162907318741551,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0496554439415786
562,50.0,0.3333333333333333,-70,28,0,391,0.6931471805599453,191,0.4054651081081644,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,0.7839015438284094
563,40.0,0.0,366,28,0,168,0.6931471805599453,205,0.4054651081081644,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.7839015438284094
564,47.0,0.3333333333333333,644,28,0,54,1.0986122886681098,160,2.0149030205422647,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,1.8753854927398752
565,29.0,0.3333333333333333,376,28,0,49,1.0986122886681098,183,1.0986122886681098,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1.2594075112140366
566,51.0,0.3333333333333333,413,28,0,82,0.6931471805599453,254,0.6931471805599453,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,0.9255807787812478
567,49.0,0.6666666666666666,557,29,0,145,0.0,223,1.252762968495368,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.1600209167967532
568,31.0,0.6666666666666666,86,29,0,100,0.0,170,1.0986122886681098,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0496554439415786
569,34.0,0.3333333333333333,1988,29,0,53,0.0,266,0.6931471805599453,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0.7839015438284094
570,57.0,0.3333333333333333,1504,29,0,52,0.0,245,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.7839015438284094
571,33.0,0.3333333333333333,459,29,0,241,0.0,266,0.6931471805599453,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.7839015438284094
572,35.0,0.3333333333333333,-259,29,0,381,0.0,247,0.6931471805599453,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.7839015438284094
573,60.0,0.3333333333333333,2041,29,0,123,0.0,185,1.5040773967762742,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,1.3498032525374755
574,33.0,0.3333333333333333,13,29,0,111,0.0,247,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.7839015438284094
575,32.0,0.6666666666666666,0,29,0,223,0.0,261,0.6931471805599453,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,0.7839015438284094
576,46.0,0.3333333333333333,120,29,0,121,0.0,259,0.9162907318741551,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.9255807787812478
577,36.0,0.3333333333333333,532,29,0,391,0.0,241,0.4054651081081644,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.618782765271083
578,36.0,0.6666666666666666,-290,29,0,150,0.0,189,0.9162907318741551,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,0.9255807787812478
579,34.0,0.3333333333333333,673,29,0,89,0.0,260,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.7839015438284094
580,39.0,0.3333333333333333,272,29,0,199,0.0,234,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.7839015438284094
581,48.0,0.3333333333333333,133,29,0,451,0.0,197,0.4054651081081644,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.618782765271083
582,34.0,0.6666666666666666,557,29,0,354,0.0,197,0.4054651081081644,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.618782765271083
583,36.0,0.6666666666666666,36,29,0,227,0.0,261,1.3862943611198906,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.2594075112140366
584,36.0,0.3333333333333333,313,29,0,167,0.6931471805599453,198,0.4054651081081644,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.7839015438284094
585,36.0,0.3333333333333333,498,29,0,151,0.0,253,0.4054651081081644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.618782765271083
586,36.0,0.3333333333333333,319,29,0,29,0.0,266,0.4054651081081644,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.618782765271083
587,46.0,0.3333333333333333,521,29,0,246,0.0,226,0.9162907318741551,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.9255807787812478
588,45.0,0.6666666666666666,-90,29,0,128,0.0,192,0.4054651081081644,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.618782765271083
589,35.0,0.3333333333333333,149,29,0,99,0.0,245,0.6931471805599453,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.7839015438284094
590,60.0,0.3333333333333333,478,29,0,139,0.0,171,1.252762968495368,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.1600209167967532
591,37.0,0.0,345,29,0,344,0.0,188,0.6931471805599453,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.7839015438284094
592,33.0,0.6666666666666666,893,29,0,259,0.0,259,1.7047480922384253,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.509249185178668
593,50.0,0.6666666666666666,567,29,0,50,0.0,258,1.6094379124341003,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.4327007339340463
594,46.0,0.3333333333333333,294,29,0,444,0.0,196,0.4054651081081644,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.618782765271083
595,49.0,0.6666666666666666,1857,29,0,386,0.0,168,1.0986122886681098,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0496554439415786
596,30.0,0.6666666666666666,1422,29,0,305,0.0,223,2.6741486494265287,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,2.3535950139017907
597,41.0,0.3333333333333333,254,29,0,194,0.0,188,0.4054651081081644,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,0.618782765271083
598,39.0,0.6666666666666666,547,29,0,317,0.6931471805599453,260,1.0986122886681098,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.1600209167967532
599,51.0,0.6666666666666666,0,29,0,121,0.0,244,0.6931471805599453,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.7839015438284094
600,41.0,0.3333333333333333,1322,29,0,58,0.0,266,0.4054651081081644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.618782765271083
601,33.0,0.3333333333333333,111,29,0,55,0.0,195,0.9162907318741551,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.9255807787812478
602,53.0,0.3333333333333333,388,29,0,67,0.0,247,0.4054651081081644,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,0.618782765271083
603,34.0,0.6666666666666666,498,29,0,84,0.0,251,0.6931471805599453,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.7839015438284094
604,55.0,0.3333333333333333,273,29,0,84,1.0986122886681098,183,0.9162907318741551,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1.1600209167967532
605,41.0,0.6666666666666666,1330,29,0,41,0.6931471805599453,261,0.4054651081081644,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.7839015438284094
606,42.0,0.0,299,29,0,305,0.6931471805599453,261,0.6931471805599453,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.9255807787812478
607,31.0,0.6666666666666666,424,29,0,106,0.0,161,0.6931471805599453,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.7839015438284094
608,31.0,0.6666666666666666,732,29,0,542,0.0,241,0.4054651081081644,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.618782765271083
609,38.0,0.6666666666666666,-274,29,0,103,0.0,247,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.7839015438284094
610,48.0,0.0,1496,29,0,284,0.6931471805599453,258,0.6931471805599453,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0.9255807787812478
611,39.0,0.6666666666666666,263,29,0,160,0.0,199,1.3862943611198906,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.2594075112140366
612,34.0,0.6666666666666666,303,29,0,50,0.0,195,0.6931471805599453,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.7839015438284094
613,53.0,0.6666666666666666,1405,29,0,140,0.0,244,0.4054651081081644,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,0.618782765271083
614,34.0,0.6666666666666666,16992,29,0,71,0.0,245,0.4054651081081644,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.618782765271083
615,36.0,0.3333333333333333,-557,29,0,484,0.0,253,0.4054651081081644,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.618782765271083
616,33.0,0.6666666666666666,1345,29,0,257,0.0,262,0.9162907318741551,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.9255807787812478
617,35.0,0.3333333333333333,1239,29,0,112,0.0,195,0.4054651081081644,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.618782765271083
618,29.0,0.6666666666666666,246,29,0,61,0.0,265,0.4054651081081644,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.618782765271083
619,37.0,0.3333333333333333,1694,29,0,404,0.6931471805599453,251,1.3862943611198906,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,1.3498032525374755
620,44.0,0.0,5418,29,0,188,0.0,185,1.252762968495368,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,1.1600209167967532
621,46.0,0.3333333333333333,660,29,0,1026,0.0,259,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7839015438284094
622,40.0,0.3333333333333333,94,29,0,121,0.0,245,0.4054651081081644,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.618782765271083
623,30.0,0.3333333333333333,193,29,0,326,0.0,244,0.6931471805599453,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.7839015438284094
624,45.0,0.0,487,29,0,117,0.0,163,1.0986122886681098,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1.0496554439415786
625,29.0,0.3333333333333333,2768,29,0,69,0.0,241,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0496554439415786
626,41.0,0.3333333333333333,1141,29,0,75,0.0,247,0.4054651081081644,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.618782765271083
627,32.0,0.3333333333333333,160,29,0,48,0.0,265,0.4054651081081644,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.618782765271083
628,31.0,0.6666666666666666,1025,29,0,93,0.0,254,0.9162907318741551,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9255807787812478
629,31.0,0.3333333333333333,360,29,0,89,0.0,241,0.4054651081081644,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.618782765271083
630,40.0,0.6666666666666666,351,29,0,338,0.0,254,0.9162907318741551,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.9255807787812478
631,34.0,0.3333333333333333,391,29,0,77,0.0,265,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.7839015438284094
632,37.0,0.6666666666666666,183,29,0,51,0.0,258,0.4054651081081644,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.618782765271083
633,35.0,0.3333333333333333,175,29,0,219,0.0,246,0.4054651081081644,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.618782765271083
634,28.0,0.6666666666666666,0,29,0,379,0.0,192,0.4054651081081644,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.618782765271083
635,39.0,0.3333333333333333,648,29,0,85,0.6931471805599453,240,0.4054651081081644,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.7839015438284094
636,28.0,0.3333333333333333,1391,29,0,462,0.6931471805599453,247,0.4054651081081644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.7839015438284094
637,59.0,0.6666666666666666,2365,29,0,36,0.0,188,1.0986122886681098,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1.0496554439415786
638,56.0,0.0,420,29,0,129,0.0,265,0.4054651081081644,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.618782765271083
639,50.0,0.3333333333333333,2061,29,0,197,0.6931471805599453,244,0.9162907318741551,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,1.0496554439415786
640,34.0,0.3333333333333333,341,29,0,136,0.0,262,0.9162907318741551,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.9255807787812478
641,34.0,0.3333333333333333,381,29,0,83,0.0,262,0.4054651081081644,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.618782765271083
642,31.0,0.3333333333333333,678,29,0,249,0.0,259,1.0986122886681098,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1.0496554439415786
643,36.0,0.6666666666666666,658,29,0,99,0.0,227,0.9162907318741551,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.9255807787812478
644,35.0,0.6666666666666666,1242,29,0,141,0.0,245,0.9162907318741551,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.9255807787812478
645,26.0,0.6666666666666666,-402,29,0,66,0.6931471805599453,262,0.6931471805599453,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.9255807787812478
646,39.0,0.3333333333333333,1099,29,0,211,0.6931471805599453,245,1.3862943611198906,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.3498032525374755
647,35.0,0.3333333333333333,147,29,0,41,0.0,184,1.5040773967762742,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,1.3498032525374755
648,32.0,0.3333333333333333,1139,29,0,57,0.0,191,0.4054651081081644,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.618782765271083
649,53.0,0.0,354,29,0,133,0.0,226,0.6931471805599453,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.7839015438284094
650,38.0,0.0,406,29,0,138,0.0,188,1.252762968495368,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1.1600209167967532
651,45.0,0.0,300,29,0,203,0.0,261,0.9162907318741551,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.9255807787812478
652,34.0,0.6666666666666666,349,29,0,133,0.6931471805599453,185,0.9162907318741551,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,1.0496554439415786
653,55.0,0.0,2923,29,0,94,0.0,259,0.6931471805599453,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7839015438284094
654,59.0,0.3333333333333333,671,29,0,219,0.6931471805599453,259,1.252762968495368,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1.2594075112140366
655,53.0,0.3333333333333333,367,29,0,155,0.0,261,0.6931471805599453,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.7839015438284094
656,39.0,0.6666666666666666,208,29,0,81,0.0,240,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7839015438284094
657,60.0,0.3333333333333333,-49,29,0,188,0.0,261,0.6931471805599453,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7839015438284094
658,53.0,0.3333333333333333,246,29,0,158,0.6931471805599453,247,0.4054651081081644,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7839015438284094
659,38.0,0.6666666666666666,16957,29,0,208,0.0,247,0.6931471805599453,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.7839015438284094
660,28.0,0.3333333333333333,232,29,0,72,0.0,261,0.4054651081081644,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,0.618782765271083
661,40.0,0.0,4168,29,0,91,0.0,223,0.9162907318741551,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.9255807787812478
662,26.0,0.0,155,29,0,291,0.0,244,1.0986122886681098,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0496554439415786
663,46.0,0.3333333333333333,-3,29,0,79,0.6931471805599453,265,0.6931471805599453,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.9255807787812478
664,45.0,0.3333333333333333,398,29,0,227,0.0,246,1.252762968495368,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1.1600209167967532
665,56.0,0.6666666666666666,6507,29,0,134,0.0,196,0.4054651081081644,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.618782765271083
666,28.0,0.6666666666666666,882,29,0,94,0.0,205,0.6931471805599453,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.7839015438284094
667,40.0,0.3333333333333333,56,29,0,194,0.0,247,0.4054651081081644,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,0.618782765271083
668,58.0,0.3333333333333333,1298,29,0,522,0.6931471805599453,245,1.0986122886681098,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1.1600209167967532
669,28.0,0.3333333333333333,527,29,0,161,0.6931471805599453,265,0.4054651081081644,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.7839015438284094
670,30.0,0.3333333333333333,-61,29,0,111,0.6931471805599453,196,0.4054651081081644,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.7839015438284094
671,41.0,0.6666666666666666,-29,29,0,41,0.6931471805599453,266,0.6931471805599453,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9255807787812478
672,32.0,0.6666666666666666,2213,29,0,125,0.6931471805599453,154,1.5040773967762742,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.4327007339340463
673,49.0,0.6666666666666666,145,29,0,57,0.6931471805599453,248,2.995732273553991,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2.675756551461241
674,47.0,0.6666666666666666,-337,29,0,243,1.3862943611198906,161,0.6931471805599453,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,1.1600209167967532
675,27.0,0.3333333333333333,261,29,0,236,0.6931471805599453,247,0.6931471805599453,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.9255807787812478
676,28.0,0.6666666666666666,-214,29,0,228,0.6931471805599453,262,0.9162907318741551,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0496554439415786
677,57.0,0.6666666666666666,-676,29,0,100,0.6931471805599453,247,0.4054651081081644,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.7839015438284094
678,32.0,0.3333333333333333,317,29,0,452,0.6931471805599453,253,0.6931471805599453,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.9255807787812478
679,38.0,0.3333333333333333,531,29,0,214,1.0986122886681098,226,1.5040773967762742,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.509249185178668
680,30.0,0.3333333333333333,9,29,0,194,0.6931471805599453,205,0.6931471805599453,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.9255807787812478
681,29.0,0.6666666666666666,370,29,0,119,0.6931471805599453,251,1.252762968495368,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1.2594075112140366
682,31.0,0.3333333333333333,0,29,0,120,0.6931471805599453,160,0.6931471805599453,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9255807787812478
